,pmid_pmcid,publisher,journal_title,article_title,cost_with_vat
1568,PMC3594159,Public Library of Science,Plos one,Genetic Variants of MICB and PLCE1 and associations with non-severe dengue,904.34
1569,PMC3691179,Public Library of Science,Plos one,Genetic diversity of mycobacterium tuberculosis in Peru and exploration of phylogenetic associations.,907.08
1570,PMCID: PMC3606242,Public Library of Science,Plos one,Dectin-1 regulates IL-10 production via a MSK1/2 and CREB dependent pathway and promotes the induction of regulatory macrophage markers,908.01
1571,PMCID: PMC3694102,Public Library of Science,Plos one,Modulation of Higher Order Chromatin Conformation in Mammalian Cell Nuclei Can Be Mediated by Polyamines and Divalent Cations.,909.99
1572,PMC3475710,Public Library of Science,Plos one,Protein-Protein Interaction Analysis Highlights Additional Loci of Interest for Multiple Sclerosis,910.2
1573,"PMCID:
    PMC3636223",Public Library of Science,Plos one,Inactivation of the CovR/S Virulence Regulator Impairs Infection in an Improved Murine Model of Streptococcus pyogenes Naso-Pharyngeal Infection ,913.36
1574,PMCID: PMC3720700,Public Library of Science,Plos one,Structure of the SCAN domain of human paternally expressed gene 3 protein ,915.53
1575,23805259 PMC3689675 ,Public Library of Science,Plos one,Structural insights into Clostridium perfringens Delta toxin pore formation,918.62
1576,PMCID: PMC3790696 ,Public Library of Science,Plos one,"Patent human infections with the whipworm, Trichuris trichiura, are not associated with alterations in the faecal microbiota",953.48
1577,"PMCID:
    PMC3609862
",Public Library of Science,Plos one,Limitations of Augmentation Index in the Assessment of Wave Reflection in Normotensive Healthy Individuals,960.16
1578,"PMCID:
    PMC3647051
",Public Library of Science,Plos one,"Historical Zoonoses and Other Changes in Host Tropism of Staphylococcus aureus, Identified by Phylogenetic Analysis of a Population Dataset",961.68
1579,"PMCID:
    PMC3720585",Public Library of Science,Plos one,lung macrophages contribute to house dust mite driven airway remodelling via HIF-1a,961.68
1580,"PMCID:
    PMC3737189",Public Library of Science,Plos one,Increasing adolescent HIV prevalence in eastern Zimbabwe - Evidence of long-term survivors of mother-to-child transmission?,961.68
1581,PMCID: PMC3706538 ,Public Library of Science,Plos one,"Household transmission of rotavirus in a community with rotvirus vaccination in Quininde, Ecuador",986.72
1582,PMID: 23372785 PMC3556037  ,Public Library of Science,Plos one,"Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by analogues of IP3",996.06
1583,"PMCID:
    PMC3486875
",Public Library of Science,Plos pathogens,Histone H1 plays a role in heterochromatin formation and VSG expression site silencing in Trypanosoma brucei,1254.02
1584,23326235,Public Library of Science,Plos pathogens,"Schmallenberg virus pathogenesis, tropism and interaction with the innate immune system of the host",1397.0
1585,21483485,Public Library of Science,Plos pathogens,Lung adenocarcinoma originates from retrovirus infection of proliferating type 2 pneumocytes during pulmonary post-natal development or tissue repair,1404.0
1586,22241985,Public Library of Science,Plos pathogens,Identification and characterization of a novel non-structural protein of bluetongue virus.,1440.0
1587,"PMCID:
    PMC3578823",Public Library of Science,Plos pathogens,Induction of p16(INK4a) Is the Major Barrier to Proliferation when Epstein-Barr Virus (EBV) Transforms Primary B Cells into Lymphoblastoid Cell Lines.,1600.79
1588,"PMCID:
    PMC3764221",Public Library of Science,Plos pathogens,The zebrafish as a new model for the in vivo study of Shigella flexneri interaction with phagocytes and bacterial autophagy,1602.17
1589,"PMCID:
    PMC3192839",Public Library of Science,Plos pathogens,KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection,1644.84
1590,PMID: 23468629 /PMCID: PMC3585132,Public Library of Science,Plos pathogens,"The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU",1723.16
1591,24098129,Public Library of Science,Plos pathogens,The TgsGP gene is essential for resisteance to human serum in Trypanosoma brucei gambiense,1735.2
1592,PMCID: PMC3789764,Public Library of Science,Plos pathogens,A mechanism for inhibition of DNA-PK-mediated DNA sensing by a virus,1758.16
1593,PMC3656102,Public Library of Science,Plos pathogens,Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.,1766.76
1594,"PMCID:
    PMC3731244",Public Library of Science,Plos pathogens,An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation,1780.0
1595,23505371,Public Library of Science,Plos pathogens,An Over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes,1782.0
1596,PMC3585151,Public Library of Science,Plos pathogens,Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation,1784.65
1597,PMCID: PMC3749955,Public Library of Science,Plos pathogens,"Determinants of GPI-PLC localisation to the flagellum, and access to GPI-anchored substrates in trypanosomes",1852.505
1598,"PMCID:
    PMC3764210
",Public Library of Science,Plos pathogens,The CLIP-domain serine protease homolog SPCLIP1 regulates complement recruitment to microbial surfaces in the malaria mosquito Anopheles gambiae,1852.505
1599,23308065,Public Library of Science,Plos pathogens,Transmission of equine influenza virus during an outbreak is characterized by frequent mixed infections and loose transmission bottlenecks,1440.0
1600,PMID:23633946,Public Library of Science,Plos pathogens,"The Mnn2 Mannosyltransferase Family Modulates Mannoprotein Fibril Length, Immune Recognition and Virulence of Candida albicans",1460.3
1601,PMC3610638,Public Library of Science,Plos pathogens,DNA break site at fragile subtelomeres determines probability and mechanism of antigenic variation in African trypanosomes,1476.47
1602,"PMCID:
    PMC3784482
",Public Library of Science,Plos pathogens,Cross-serotype Immunity Induced by Immunization with a Conserved Rhinovirus Capsid Protein,1570.87
1603,"PMCID:
    PMC3605240
",Public Library of Science,Plos pathogens,"Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection",1600.25
1604,"PMCID:
    PMC3617147",Public Library of Science,Plos pathogens,Strongyloidiasis and Infective Dermatitis Alter Human T Lymphotropic Virus-1 Clonality in vivo,1600.25
1605,PMC3507950,Public Library of Science,Plosone,Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.,842.54
1606,PMC3517620,Public Library of Science,Plosone,"Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial.",842.54
1607,PMC3806823,Public Library of Science,Plosone,Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.,850.88
1608,PMC3661537,Public Library of Science,Plosone,Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir,871.42
1609,PMC3620205,Public Library of Science,Plosone,Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.,879.36
1610,PMC3648513,Public Library of Science,Plosone,"Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education",879.36
1611,PMC3760871,Public Library of Science,Plosone,Acute maternal infection and risk of pre-eclampsia: a population-base case control study.,884.67
1612,"PMC3777952
",Public Library of Science,Plosone,Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.,1852.505
1613,"    
PMC3596319",Public Library of Science,Plosone,Effect of genital herpes on cervicovaginal HIV shedding in women co-infected with HIV AND HSV-2 in Tanzania,904.34
1614,PMC 3712914,Public Library of Science,Pmedicine-d-12-03130,"Global Burden of Sickle cell Anaemia in children under Five, 2010-2050: Modelling Based on Demographics, excess Mortality and interventions",1852.505
1615,PMC3749971,Public Library of Science,Pntd,The outcome of trachomatous trichiasis surgery in Ethiopia: risk factors for recurrence.,1488.29
1616,PMC 3460945,Public Library of Science,Pone-d12-17947,Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database,1852.505
1617,23166732,Public Library of Science,Public library of science,The Sec1/Munc18 protein Vps45 regulates cellular levels of its SNARE binding partners Tlg2 and Snc2 in Saccharomyces cerevisiae,1016.24
1618,PMC3388079,Public Library of Science,Public library of science one,T7 RNA polymerase functions in vitro without clustering,1053.41
1619,543219,public.service.co.uk,Public service review,Laboratory Science in Tropical Medicine,6000.0
1620,23686113,Publisher Society for Endocrinology,Molecular endocrinology,Minireview: The effects of species ortholog and SNP variation on receptors for free fatty acids.,1999.08
1621,PMC3701319 ,PubMed,Cortex,Dynamic attentional modulation of vision across space and time after right hemisphere stroke and in ageing,2380.79
1622,PMC 3662599,PubMed Central,Malaria journal,Providing open access data online to advance malaria research and control,1530.0
1623,PMCID:3106451,Research Media Ltd,J cardiovasc magn reson,Assessment of in vivo metabolism in failing hearts using hyperpolarised 13C magnetic resonance,2350.0
1624,23703318 PMC3730114 ,Royal College of Psychiatrists,British journal of psychiatry,A shared polygenic contribution between ADHD in childhood and adult schizophrena,3000.0
1625,PMID:23137731,Royal College of Psychiatrists,Britsh journal of psychiatry,Effective treatment of perinatal depression in a low-income country for women in debt and lacking financial empowerment,3000.0
1626,PMC3461446,Royal College of Psychiatrists,The british journal of psychiatry,Ethnic density as a buffer for psychotic experiences: findings from a national survey (EMPIRIC),3000.0
1627,1852.505,Royal College of Psychiatrists,The british journal of psychiatry,Pattern recognition analysis of anterior cingulate cortex blood flow to classify depression polarity,3000.0
1628,PMC3639766,Royal Society,Biology letters,Host nutrition alters the variance in parasite transmission potential.,1260.0
1629,PMC3639764,Royal Society,Biology letters,Vaulting mechanics successfully predict decrease in walk-run transition speed with incline,1680.0
1630,PMC3730629,Royal Society,Biology letters,Anthelmintic treatment alters the parasite community in a wild mouse host,1680.0
1631,PMC3730652,Royal Society,Biology letters,Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals,2040.0
1632,PMC3730697,Royal Society,Interface,A rule-based kinetic model of RNA polymerase II C-terminal domain phosphorylation,1260.0
1633,3730703,Royal Society,Journal of the royal society interface,Cell-type-specific modelling of intracellular calcium signalling: a urothelial cell model,1260.0
1634,PMC3627078,Royal Society,Journal of the royal society interface,Function-valued traits in evolution,1260.0
1635,"PMC3565701


",Royal Society,Journal of the royal society interface,A gene regulatory motif that generates oscillatory or multiway switch outputs,1680.0
1636,Published 3 July 13,Royal Society,Journal of the royal society interface,Life as we know it,1680.0
1637,1852.505,Royal Society,Journal of the royal society interface,Computational modelling of the piglet brain to simulate near-infrared spectroscopy and magnetic resonance spectroscopy data collected during oxygen deprivation,1680.0
1638,"PMCID:
    PMC3565725",Royal Society,"Journal of the royal society, interface",Generating super-shedders: co-infection increases bacterial load and egg production of a gastrointestinal helminth.,1260.0
1639, PMC 3679597,Royal Society,Philos trans r soc london b biol sci,Global  mapping of infectious disease,2040.0
1640,"PMCID:
    PMC3758187",Royal Society,Philosophical transactions b,"Identification of an Ancient Endogenous Retrovirus, Predating the Divergence of the Placental Mammals",1680.0
1641,PMC3539357,Royal Society,Philosophical transactions b,DNA methylation dynamics during the mammalian life cycle,2040.0
1642,PMC3712444,Royal Society,Proceedings b,Suppressors of RNAi from plant viruses are subject to episodic positive selection,1260.0
1643,23282992,Royal Society,Proceedings of royal society,Linking the antigen archive structure to pathogen fitness in African trypanosomes,1296.0
1644,3735249,Royal Society,Proceedings of the royal society,Adaptive noise,1260.0
1645,PMC3673050,Royal Society,Proceedings of the royal society b: biological sciences,Stability of within host parasite communities in a wild mammal system,1050.0
1646,PMC3673056,Royal Society,Proceedings of the royal society b: biological sciences,Cooperation creates selection for tactical deception,1400.0
1647,PMC3497093,Royal Society,Proceedings of the royal society b: biological sciences,Inferring subjective states through the observation of actions,1680.0
1648,PMC3497249,Royal Society,Proceedings of the royal society b: biological sciences,Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion,1680.0
1649,"PMC3574303


",Royal Society,Proceedings of the royal society b: biological sciences,Direct evidence for encoding of motion streaks in human visual cortex,1680.0
1650,PMC3785133,Royal Society for Chemistry,Chemical communication,A new class of NO-donor pro-drugs triggered by ?-glutamyl transpeptidase with potential for reno-selective vasodilatation,1000.0
1651,24097313,Royal Society of Chemistry,Chemical society reviews,Cellular Nanotechnology: making biological interfaces smarter,1740.0
1652,23183928,RSC,Dalton transactions,"Inframolecular acid-base and coordination properties towards Na(+) and Mg(2+) of myo-inositol 1,3,4,5,6-pentakisphosphate: a structural approach to biologically relevant species.",1632.0
1653,PMID:23023652,RSC,Photochemical & photobiological sciences,Investigating the effects and mechanisms of action of different wavelengths of ultraviolet B (UVB) radiation on the treatment of psoriasis,2550.0
1654,PMC3731202,RSC Publishing,Organic & biomolecular chemistry,Protein destabilisation by ruthenium(ll) tris-bipyridine based protein-surface mimetics,1632.0
1655,1852.505,SAGE,Chronic illness,'Just give me the best quality of life questionnaire': the Karnofsky scale and the history of quality of life measurements in cancer trials.,1920.0
1656,1852.505,Sage,Chronic illness,"The Hamilton Rating Scale for Depression: The making of a ""gold standard"" and the unmaking of a chronic illness, 1960-1980",1920.0
1657,1852.505,SAGE,Chronic illness,Translating new knowledge into practices: reconceptualising stroke as an emergency condition,1920.0
1658,"Epub ahead of print pub Jan 2013, print in press",Sage,European journal of preventive cardiology,Smoking cessation interventions following acute coronary syndrome: a missed opportunity?,1920.0
1659,41579,Sage,"Health: an interdisciplinary journal for the social study of health, illness and medicine",Re-valuing donor and recipient bodies in the globalised blood economy: transitions in public policy on blood safety in the UK,1920.0
1660,3627513,Sage,History of the human sciences,War on fear: Solly Zuckerman and civilian nerve in World War II,1920.0
1661,PMC3627511,Sage,History of the human sciences,The invention of the psychosocial: an introduction,1920.0
1662,PMC3652708,Sage,History of the human sciences,Making the cut: the production of 'self-harm' in post-1945 Anglo-Saxon psychiatry,1920.0
1663,PMC3724273,Sage,History of the human sciences,The pursuit of happiness: the social and scientific origins of Hans Selyes natural philosophy of life,1920.0
1664,(PMCID:PMC3757918),Sage,History of the human sciences,How autism became autism: the radical transformation of a central concept of child development in Britain,1852.505
1665,PMC3524560 ,Sage,Journal of histochemistry & cytochemistry,Hyaluronan and hyaluronan-binding proteins are normal components of mouse pancreatic islets and are differentially expressed by islet endocrine cell types,1893.34
1666,1852.505,Sage,Neuroscientist,"Memory, Imagination, and Predicting the Future",480.93
1667,PMC3494454,Sage,Psychological science,Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study,2297.82
1668,PMC3652711,Sage,Social studies of science,"How personality became treatable: The mutual constitution of clinical  knowledge and mental health law
 
http://sss.sagepub.com/ 
SocialStudies of Science
 http://sss.sagepub.com/content/43/1/30Theonline version of this article can be found at:?DOI: 10.1177/03063127124577222013 43: 30 originally published online 29 October 2012
Social Studies of Science 
Martyn Pickersgill
",1920.0
1669,26988110,Sage Publications,Journal of psychopharmacology,NK1 (TACR1) receptor gene 'knockout' mouse phenotype predicts genetic association with ADHD,1920.0
1670,PMC3682634,SAGE Publications,Reproductive sciences,Priorities for Endometriosis Research: Recommendations from an International Consensus Workshop ,2373.77
1671,1852.505,Sage Publications Inc,Psychological science,Motor Activation during the predicition of nonexecutable actions in infants,1944.14
1672,PMC3641420,Sage Publications Ltd,Journal of the royal society of medicine short reports,Juvenile Huntington's disease: A population-based study using the general practice research database.,1500.0
1673,PMC3767061,Sage Publications Ltd,Journal of the royal society of medicine short reports,Evidence and ideology as a rationale for light-therapy in Russia: from the Soviet Union to the present day.,420.0
1674,1852.505,Sage Publishers,European history quarterly,Images and Meaning - Making in a World of Resemblance: The Bavarian-Saxon Kidney Stone Affair of 1580.,800.0
1675,Not yet available,Sage Publishing,Qualitative research,Picturing commuting: photovoice and seeking well-being in everyday travel,1852.505
1676,1852.505,Sciedu Press,International journal of financial research,"Determinants of Enrolment in Voluntary Health Insurance: Evidences from a Mixed Method Study, Kerala, India",187.03
1677,1852.505,Sciedu Press,Journal of biomedical graphics and computing,Functional MRI demonstrates pain perception in hand osteoarthritis has features of central pain processing,135.29
1678,Pending,Scientific Research Publishing,Health,"Suicide ideation, depression and HIV among pregnant women in rural South Africa",551.27
1679,PMC3752809,Sheridan Press,American journal of tropical medicine & hygiene,Asymptomatic Plasmodium infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda,1646.36
1680,PMC3752812,Sheridan Press,American journal of tropical medicine & hygiene,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal,1646.36
1681,PMC3516312,Sheridan Press,American journal of tropical medicine & hygiene,Assessment of the Molecular Marker of Plasmodium falciparum Chloroquine Resistance in Senegal after several years of chloroquine withdrawal.,1651.3
1682,2828806,Society for Endocrinology,Endocrine related cancer,Glucocorticoid receptor over expression promotes human small cell lung cancer apoptosis in vivo and thereby slows tumor growth,1150.0
1683,PMID: 23761407 PMC3749055,Society for General Microbiology,Journal of general virology,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence,1575.0
1684,PMCID: PMC3541790,Society for General Microbiology,Journal of general virology,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence,1750.0
1685,23324467 PMCID: PMC3709587 ,Society for General Microbiology,Journal of general virology,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",2100.0
1686,"PMCID:
    PMC3709624",Society for General Microbiology,Journal of general virology,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility,2100.0
1687,PMID: 22622330  PMC3709573 ,Society for General Microbiology,Journal of general virology,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions,2100.0
1688,PMID: 23288427 PMC3709586 ,Society for General Microbiology,Journal of general virology,Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy,2100.0
1689,PMID: 23515023 PMC3709636 ,Society for General Microbiology,Journal of general virology,An essential RNA element resides in a central region of hepatitis E virus ORF2,2100.0
1690,PMID:22513389 PMC3542733,Society for General Microbiology,Journal of general virology,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal,2100.0
1691,PMID:23255627 PMC3709688 ,Society for General Microbiology,Journal of general virology,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",2100.0
1692,PMID:23407423,Society for General Microbiology,Journal of general virology,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans,2100.0
1693,23412844 PMC3709824 ,Society for General Microbiology,Journal of microbiology,Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis,2100.0
1694,"PMCID:
    PMC3709561",Society for General Microbiology,Microbiology,Overexpression of Escherichia coli udk mimics the absence of T7 Gp2 function and thereby abrogates successful infection by T7 phage,2100.0
1695,PMID: 24014666 PMC3836489 ,Society for General Microbiology,Microbiology,A synthetic system for expression of components of a bacterial microcompartment.,2100.0
1696,PMC 3492749,Society for General Microbiology,Sgm open option,Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain,1750.0
1697,PMC3347798,Society for Genermal Microbiology,Journal of general virology,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals,1750.0
1698,PMID:23192429,Society for Leukocyte Biology,Journal of leukocyte biology,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-B,1956.0
1699,23447590 : PMC3601669 ,Society for Neuroscience,Journal of neuroscience,GABA(B) receptors regulate extrasynaptic GABA(A) receptors,1730.99
1700,3676539,Society for Neuroscience,Journal of neuroscience,Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells,1761.28
1701,PMID: 23426678 PMC3593678,Society for Neuroscience,Journal of neuroscience,Serotonin modulates striatal responses to fairness and retaliation in humans,1915.92
1702,1852.505,Society for Neuroscience,Journal of neuroscience,alpha2delta-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage,2029.47
1703,PMCID: PMC3724995,Society for Neuroscience,Journal of neuroscience,The temporal evolution of feedback gains rapidly update to task demands,2069.75
1704,PMID:23739958,Society for Neuroscience,Journal of neuroscience,Spinal Commissural Connections to Motorneurons controlling the primate hand and wrist,2077.27
1705,PMCID: PMC3655688,Society for Neuroscience,Journal of neuroscience,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex,2104.22
1706,1852.505,Society for Neuroscience,Journal of neuroscience,A distinct contribution of short wavelength sensitive cones to light evoked activity in the mouse pretectal olivary nucleus (PON),2214.66
1707,1852.505,Society for Neuroscience,Journal of neuroscience,Effect of limb lengthening on internodal length and conduction velocity of peripheral nerve,885.52
1708,PMC3196626,Society for Neuroscience,Journal of neuroscience,Calcineurin mediates activity-dependent relocation of the axon initial segment,2950.25
1709,23804098 PMCID: PMC3724994 ,Society for Neuroscience,The journal of neuroscience,Bradykinin controls pool size of sensory neurons expressing functional delta-opioid receptors,2531.56
1710,PMC3586675,Society for Neurosciences,Journal of neuroscience,Segregated encoding of reward-identity and stimulus-reward associations in human orbitofrontal cortex,614.73
1711,PMC3808818 ,Society for Publication of Acta Dermato-Venereologica,Acta dermato venereologica,"The Importance of a Full Clinical Examination: Assessment of Index
Lesions Referred to a Skin Cancer Clinic Without a Total Body Skin
Examination Would Miss One in Three Melanomas",653.96
1712,"PMCID:
    PMC3541766",Society of General Microbiology,Microbiology,Substitutions in the Escherichia coli RNA polymerase inhibitor T7 Gp2 that allow inhibition of transcription when the primary interaction interface between Gp2 and RNA polymerase becomes compromised.,1750.0
1713,PMID:21531876 PMC3513931 ,Society of Leukocyte Biology,Journal of leukocyte biology,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans,1598.38
1714,23825402 PMC3528370,SOCIETY OF NEURO SCIENCES,The journal of neuroscience,Mechanisms for extracting a signal from noise as revealed,1694.68
1715,PMID:24285889,Society of Neuroscience,Journal of neuroscience,Auditory artificial grammar learing in macaque and marmoset monkeys,2346.18
1716,PMID: 23828613 (July 2013 Epub),Springer,Acta diabetologica,A rare SNP in pre-miR-34a is associated with increased levels of miR-34a in pancreatic beta cells,2336.28
1717,PMC3549237,Springer,Acta neuropathol,Overexpression of human wild-type FUS causes progressive motor neuron degeneration in an age- and dose-dependent fashion,1901.04
1718,1852.505,Springer,Acta neuropathologica,Î±-Synucleinopathy associated with G51D SNCA mutation: A link between Parkinson's disease and multiple system atrophy?,1884.01
1719,PMC3661931,Springer,Acta neuropathologica,Insufficient OPC migration into demyelinated lesions is a cause of poor remyelination in MS and mouse models,2250.97
1720,3535376,Springer,Acta neuropathologica,Unravelling the enigma o selective vulnerability in neurodegeneration: motor neurons resistant to degeneration in ALS show distinct gene expression characteristics and decreased susceptibility to excitotoxicity,2348.21
1721,1852.505,Springer,Advances in experimental medicine and biology,Wavelet cross-correlation to investigate regional variations in cerebral oxygenation in infants supported on extracorporeal membrane oxygenation,1928.45
1722,1852.505,Springer,Advances in experimental medicine and biology,Modelling Cerebrovascular Reactivity: A Novel Near-Infrared Biomarker of Cerebral Autoregulation?,1928.46
1723,1852.505,Springer,Advances in experimental medicine and biology,Normobaric hyperoxia does not change optical scattering or pathlength but does increase oxidised cytochrome C oxidase concentration in patients with brain injury,1928.46
1724,1852.505,Springer,Advances in experimental medicine and biology,Oscillations in cerebral haemodynamics in patients with falciparum malaria,1928.46
1725,PMC3475971,Springer,Anal bioanal chem,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,1902.97
1726,3847282,Springer,Biogerontology,Shared Ageing Research Models (ShARM): A new facility to support ageing,2282.59
1727,"PMCID:
    PMC3764326",Springer,Biomedical microdevices,Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor,2236.16
1728,"PMC3637647

",Springer,Brain structure and function,Predictions not commands: Active inference in the motor system,1639.06
1729,PMC3536945,Springer,Brain topography,"""A novel method for reducing the effect of tonic muscle activity on the gamma band of the scalp EEG"", DOI: 10.1007/s10548-012-0255-9 ",1889.9
1730,3215872,Springer,Calcified tissue international,Influence of Polymorphisms in the RANKL/RANK/OPG Signaling Pathway on Volumetric Bone Mineral Density and Bone Geometry at the Forearm in Men,2002.76
1731,3505551,Springer,Cell and tissue research,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice,1908.38
1732,PMID: 23052214  PMC3689915 ,Springer,Cellular and molecular cell sciences,Reactivation of the inactive X chromosome in development and reprogramming,1918.46
1733,PMID: 23275942   PMC3753470,Springer,Cellular and molecular life sciences,Transcription regulation and nuclear reprograming: role of nuclear actin and actin binding proteins,1629.33
1734,PMCID: PMC3535400,Springer,Cellular and molecular life sciences,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging",1882.23
1735,"PMC3632722

",Springer,Cellular and molecular life sciences,Neurovascular Development and Links to Disease ,1897.85
1736,PMC3771402,Springer,Cellular and molecular life sciences,Regulation of microRNA biogenesis and turnover by animals and their viruses,1951.8
1737,"Epub ahead of print pub Feb 2013, print in press",Springer,Cellular and molecular life sciences,Developmental mechanisms directing early anterior forebrain specification in vertebrates,2226.74
1738,PMC3627038,Springer,Chromosome research,"Esperanto for histones: CENP-A, not CenH3, is the centromeric histone H3 variant",2258.39
1739,print not yet published,Springer,Cognitive processing,"Active inference, sensory attenuation and illusions",1903.03
1740,PMC3490075,Springer,Cognitive therapy and research,"How disorder-specific are depressive attributions?  A comparison of individuals with depression, posttraumatic stress disorder and healthy controls.",1989.65
1741,PMC3631116,Springer,Current atherosclerosis reports,Modulation of 11?-Hydroxysteroid Dehydrogenase as a Strategy to Reduce Vascular Inflammation,2147.11
1742,1852.505,Springer,Current atherosclerosis reports,Oxidized lipids and vascular inflammation,2311.54
1743,PMC3410033,Springer,Current obstetrics and gynecology reports,Insights into Assessing the Genetics in Endometriosis,2321.55
1744,PMCID: PMC3644191,Springer,Development genes and evolution,Snail-dependant repression of the RhoGEF pebble is required for gastrulation consistency in Drosophila melanogaster,2230.1
1745,PMCID: PMC3648684,Springer,Diabetologia,Colocalisation and secretion of glucagon-like peptide-1 and peptide YY from promary cultutred human L-cells,2211.52
1746,PMCID: PMC3699707,Springer,Diabetologia,Predicted impact of extending the screening interval for diabetic retinopathy: the Scottish Diabetic Retinopathy Screening programme,2289.06
1747,PMC3737433,Springer,Diabetologia,Improved genetic testing for monogenic diabetes using targeted next-generation sequencing,2315.78
1748,2361679,Springer,European child and adolescent psychiatry,Autistic Traits in ADHD in index clinical and cognitive problems,2331.95
1749,23385540 PMC3669511 ,Springer,European child and adolescent psychiatty,Are parental ADHD problems associated with a more severe clinical presentation and greater family adversity in children with ADHD ?,2285.92
1750,PMC3414696,Springer,European journal of clinical pharmacology,Pattern of asthma medication use among children in a large urban centre in Brazil.,1632.89
1751,PMC3672507,Springer,European journal of epidemiology,Hazardous alcohol consumption is associated with increased levels of B-type natriuretic peptide: evidence from two population-based studies,1899.66
1752,3696174,Springer,European journal of epidemiology,High life in the sky? Mortality by floor of residence in Switzerland,2220.9
1753,PMC3738845,Springer,European radiology,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance,2263.18
1754,PMID: 23371752 PMC3745826 ,Springer,Experimental brain research,Cue integration and the perception of action in intentional binding,1889.1
1755,"PMC3745827

",Springer,Experimental brain research,The psychology of volition,2076.55
1756,1852.505,Springer,Hernia,Use of antibiotic prophylaxis in elective inguinal hernia repair in adults in London and south-east England: a cross sectional survey,1897.21
1757,PMID: 23644721 PMC3710569 ,Springer,Immunogenetics,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV),2211.52
1758,PMID: 23974321 PMC3824577,Springer,Immunogenetics,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population,2240.86
1759,PMC3625409,Springer,Inflammation research,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus,2759.24
1760,23748436,Springer,Journal of autism and development disorders,Factor Structure of Autism Traits in children with ADHD,2324.76
